cusip,security_type,security_term,original_security_term,dated_date,maturity_date,int_rate,callable,original_issue_date,issue_date,auction_date
912827VN9,Note,10-Year,10-Year,1987-11-15,1997-11-15,8.875,No,1987-11-16,1987-11-16,1987-11-04
912827VP4,Note,2-Year,2-Year,1987-11-30,1989-11-30,7.75,No,1987-11-30,1987-11-30,1987-11-18
912827VQ2,Note,5-Year 2-Month,5-Year 2-Month,1987-12-01,1993-02-15,8.25,No,1987-12-01,1987-12-01,1987-11-24
912827VR0,Note,2-Year,2-Year,1987-12-31,1989-12-31,7.875,No,1987-12-31,1987-12-31,1987-12-22
912827VS8,Note,4-Year,4-Year,1987-12-31,1991-12-31,8.25,No,1987-12-31,1987-12-31,1987-12-23
912827VT6,Note,7-Year,7-Year,1988-01-15,1995-01-15,8.625,No,1988-01-15,1988-01-15,1988-01-06
912827VU3,Note,2-Year,2-Year,1988-02-01,1990-01-31,7.375,No,1988-02-01,1988-02-01,1988-01-27
912827VV1,Note,3-Year,3-Year,1988-02-16,1991-02-15,7.375,No,1988-02-16,1988-02-16,1988-02-02
912827VW9,Note,10-Year,10-Year,1988-02-15,1998-02-15,8.125,No,1988-02-16,1988-02-16,1988-02-03
912827VX7,Note,2-Year,2-Year,1988-02-29,1990-02-28,7.125,No,1988-02-29,1988-02-29,1988-02-24
912827VY5,Note,5-Year 2-Month,5-Year 2-Month,1988-03-03,1993-05-15,7.625,No,1988-03-03,1988-03-03,1988-02-25
912827VZ2,Note,2-Year,2-Year,1988-03-31,1990-03-31,7.375,No,1988-03-31,1988-03-31,1988-03-23
912827W24,Note,5-Year,5-Year,1995-11-30,2000-11-30,5.625,No,1995-11-30,1995-11-30,1995-11-29
912827W32,Note,2-Year,2-Year,1996-01-02,1997-12-31,5.25,No,1996-01-02,1996-01-02,1995-12-20
912827W40,Note,5-Year,5-Year,1996-01-02,2000-12-31,5.5,No,1996-01-02,1996-01-02,1995-12-21
912827W57,Note,2-Year,2-Year,1996-01-31,1998-01-31,5.0,No,1996-01-31,1996-01-31,1996-01-23
912827W65,Note,5-Year,5-Year,1996-01-31,2001-01-31,5.25,No,1996-01-31,1996-01-31,1996-01-24
912827W73,Note,3-Year,3-Year,1996-02-15,1999-02-15,5.0,No,1996-02-15,1996-02-15,1996-02-06
912827W81,Note,10-Year,10-Year,1996-02-15,2006-02-15,5.625,No,1996-02-15,1996-02-15,1996-02-07
912827WA6,Note,4-Year,4-Year,1988-03-31,1992-03-31,7.875,No,1988-03-31,1988-03-31,1988-03-24
912827WB4,Note,7-Year,7-Year,1988-04-15,1995-04-15,8.375,No,1988-04-15,1988-04-15,1988-04-12
912827WC2,Note,2-Year,2-Year,1988-05-02,1990-04-30,7.625,No,1988-05-02,1988-05-02,1988-04-27
912827WE8,Note,10-Year,10-Year,1988-05-15,1998-05-15,9.0,No,1988-05-16,1988-05-16,1988-05-11
912827WF5,Note,2-Year,2-Year,1988-05-31,1990-05-31,8.125,No,1988-05-31,1988-05-31,1988-05-25
912827WG3,Note,5-Year 2-Month,5-Year 2-Month,1988-06-01,1993-08-15,8.75,No,1988-06-01,1988-06-01,1988-05-26
912827WH1,Note,2-Year,2-Year,1988-06-30,1990-06-30,8.0,No,1988-06-30,1988-06-30,1988-06-22
912827WJ7,Note,4-Year,4-Year,1988-06-30,1992-06-30,8.25,No,1988-06-30,1988-06-30,1988-06-23
912827WK4,Note,7-Year,7-Year,1988-07-15,1995-07-15,8.875,No,1988-07-15,1988-07-15,1988-07-12
912827WL2,Note,2-Year,2-Year,1988-08-01,1990-07-31,8.375,No,1988-08-01,1988-08-01,1988-07-27
912827WM0,Note,3-Year,3-Year,1988-08-15,1991-08-15,8.75,No,1988-08-15,1988-08-15,1988-08-09
912827WN8,Note,10-Year,10-Year,1988-08-15,1998-08-15,9.25,No,1988-08-15,1988-08-15,1988-08-10
912827WP3,Note,2-Year,2-Year,1988-08-31,1990-08-31,8.625,No,1988-08-31,1988-08-31,1988-08-23
912827WQ1,Note,5-Year 2-Month,5-Year 2-Month,1988-09-01,1993-11-15,9.0,No,1988-09-01,1988-09-01,1988-08-24
912827WR9,Note,2-Year,2-Year,1988-09-30,1990-09-30,8.5,No,1988-09-30,1988-09-30,1988-09-27
912827WS7,Note,4-Year,4-Year,1988-09-30,1992-09-30,8.75,No,1988-09-30,1988-09-30,1988-09-28
912827WT5,Note,7-Year,7-Year,1988-10-17,1995-10-15,8.625,No,1988-10-17,1988-10-17,1988-10-12
912827WU2,Note,2-Year,2-Year,1988-10-31,1990-10-31,8.25,No,1988-10-31,1988-10-31,1988-10-26
912827WV0,Note,3-Year,3-Year,1988-11-15,1991-11-15,8.5,No,1988-11-15,1988-11-15,1988-11-08
912827WW8,Note,10-Year,10-Year,1988-11-15,1998-11-15,8.875,No,1988-11-15,1988-11-15,1988-11-09
912827WX6,Note,2-Year,2-Year,1988-11-30,1990-11-30,8.875,No,1988-11-30,1988-11-30,1988-11-22
912827WY4,Note,5-Year 2-Month,5-Year 2-Month,1988-12-01,1994-02-15,8.875,No,1988-12-01,1988-12-01,1988-11-23
912827WZ1,Note,2-Year,2-Year,1989-01-03,1990-12-31,9.125,No,1989-01-03,1989-01-03,1988-12-28
912827X23,Note,5-Year,5-Year,1996-02-29,2001-02-28,5.625,No,1996-02-29,1996-02-29,1996-02-28
912827X31,Note,2-Year,2-Year,1996-04-10,1998-03-31,6.125,No,1996-04-10,1996-04-10,1996-04-08
912827X49,Note,5-Year,5-Year,1996-04-10,2001-03-31,6.375,No,1996-04-10,1996-04-10,1996-04-09
912827X56,Note,2-Year,2-Year,1996-04-30,1998-04-30,5.875,No,1996-04-30,1996-04-30,1996-04-23
912827X64,Note,5-Year,5-Year,1996-04-30,2001-04-30,6.25,No,1996-04-30,1996-04-30,1996-04-24
912827X72,Note,3-Year,3-Year,1996-05-15,1999-05-15,6.375,No,1996-05-15,1996-05-15,1996-05-07
912827X80,Note,10-Year,10-Year,1996-05-15,2006-05-15,6.875,No,1996-05-15,1996-05-15,1996-05-08
912827X98,Note,2-Year,2-Year,1996-05-31,1998-05-31,6.0,No,1996-05-31,1996-05-31,1996-05-29
912827XA5,Note,4-Year,4-Year,1989-01-03,1992-12-31,9.125,No,1989-01-03,1989-01-03,1988-12-29
912827XB3,Note,7-Year,7-Year,1989-01-17,1996-01-15,9.25,No,1989-01-17,1989-01-17,1989-01-11
912827XC1,Note,2-Year,2-Year,1989-01-31,1991-01-31,9.0,No,1989-01-31,1989-01-31,1989-01-25
912827XD9,Note,3-Year,3-Year,1989-02-15,1992-02-15,9.125,No,1989-02-15,1989-02-15,1989-02-07
912827XE7,Note,10-Year,10-Year,1989-02-15,1999-02-15,8.875,No,1989-02-15,1989-02-15,1989-02-08
912827XF4,Note,2-Year,2-Year,1989-02-28,1991-02-28,9.375,No,1989-02-28,1989-02-28,1989-02-22
912827XG2,Note,5-Year 2-Month,5-Year 2-Month,1989-03-03,1994-05-15,9.5,No,1989-03-03,1989-03-03,1989-02-23
912827XH0,Note,2-Year,2-Year,1989-03-31,1991-03-31,9.75,No,1989-03-31,1989-03-31,1989-03-28
912827XJ6,Note,4-Year,4-Year,1989-03-31,1993-03-31,9.625,No,1989-03-31,1989-03-31,1989-03-29
912827XK3,Note,7-Year,7-Year,1989-04-17,1996-04-15,9.375,No,1989-04-17,1989-04-17,1989-04-12
912827XL1,Note,2-Year,2-Year,1989-05-01,1991-04-30,9.25,No,1989-05-01,1989-05-01,1989-04-26
912827XM9,Note,3-Year,3-Year,1989-05-15,1992-05-15,9.0,No,1989-05-15,1989-05-15,1989-05-09
912827XN7,Note,10-Year,10-Year,1989-05-15,1999-05-15,9.125,No,1989-05-15,1989-05-15,1989-05-10
912827XP2,Note,2-Year,2-Year,1989-05-31,1991-05-31,8.75,No,1989-05-31,1989-05-31,1989-05-24
912827XQ0,Note,5-Year 2-Month,5-Year 2-Month,1989-06-02,1994-08-15,8.625,No,1989-06-02,1989-06-02,1989-05-25
912827XR8,Note,2-Year,2-Year,1989-06-30,1991-06-30,8.25,No,1989-06-30,1989-06-30,1989-06-27
912827XS6,Note,4-Year,4-Year,1989-06-30,1993-06-30,8.125,No,1989-06-30,1989-06-30,1989-06-28
912827XT4,Note,7-Year,7-Year,1989-07-17,1996-07-15,7.875,No,1989-07-17,1989-07-17,1989-07-12
912827XU1,Note,2-Year,2-Year,1989-07-31,1991-07-31,7.75,No,1989-07-31,1989-07-31,1989-07-26
912827XV9,Note,3-Year,3-Year,1989-08-15,1992-08-15,7.875,No,1989-08-15,1989-08-15,1989-08-08
912827XW7,Note,10-Year,10-Year,1989-08-15,1999-08-15,8.0,No,1989-08-15,1989-08-15,1989-08-09
912827XX5,Note,2-Year,2-Year,1989-08-31,1991-08-31,8.25,No,1989-08-31,1989-08-31,1989-08-22
912827XY3,Note,5-Year 2-Month,5-Year 2-Month,1989-09-01,1994-11-15,8.25,No,1989-09-01,1989-09-01,1989-08-23
912827XZ0,Note,2-Year,2-Year,1989-10-02,1991-09-30,8.375,No,1989-10-02,1989-10-02,1989-09-26
912827Y22,Note,5-Year,5-Year,1996-05-31,2001-05-31,6.5,No,1996-05-31,1996-05-31,1996-05-30
912827Y30,Note,2-Year,2-Year,1996-07-01,1998-06-30,6.25,No,1996-07-01,1996-07-01,1996-06-25
912827Y48,Note,5-Year,5-Year,1996-07-01,2001-06-30,6.625,No,1996-07-01,1996-07-01,1996-06-26
912827Y55,Note,10-Year,10-Year,1996-07-15,2006-07-15,7.0,No,1996-07-15,1996-07-15,1996-07-09
912827Y63,Note,2-Year,2-Year,1996-07-31,1998-07-31,6.25,No,1996-07-31,1996-07-31,1996-07-23
912827Y71,Note,5-Year,5-Year,1996-07-31,2001-07-31,6.625,No,1996-07-31,1996-07-31,1996-07-24
912827Y89,Note,3-Year,3-Year,1996-08-15,1999-08-15,6.0,No,1996-08-15,1996-08-15,1996-08-06
912827YA4,Note,4-Year,4-Year,1989-10-02,1993-09-30,8.25,No,1989-10-02,1989-10-02,1989-09-27
912827YB2,Note,7-Year,7-Year,1989-10-16,1996-10-15,8.0,No,1989-10-16,1989-10-16,1989-10-11
912827YC0,Note,2-Year,2-Year,1989-10-31,1991-10-31,7.625,No,1989-10-31,1989-10-31,1989-10-24
912827YD8,Note,3-Year,3-Year,1989-11-15,1992-11-15,7.75,No,1989-11-15,1989-11-15,1989-11-09
912827YE6,Note,10-Year,10-Year,1989-11-15,1999-11-15,7.875,No,1989-11-15,1989-11-15,1989-11-13
912827YF3,Note,2-Year,2-Year,1989-11-30,1991-11-30,7.75,No,1989-11-30,1989-11-30,1989-11-28
912827YG1,Note,5-Year 2-Month,5-Year 2-Month,1989-12-01,1995-02-15,7.75,No,1989-12-01,1989-12-01,1989-11-29
912827YH9,Note,2-Year,2-Year,1990-01-02,1991-12-31,7.625,No,1990-01-02,1990-01-02,1989-12-19
912827YJ5,Note,4-Year,4-Year,1990-01-02,1993-12-31,7.625,No,1990-01-02,1990-01-02,1989-12-20
912827YK2,Note,7-Year,7-Year,1990-01-16,1997-01-15,8.0,No,1990-01-16,1990-01-16,1990-01-10
912827YL0,Note,2-Year,2-Year,1990-01-31,1992-01-31,8.125,No,1990-01-31,1990-01-31,1990-01-24
912827YM8,Note,3-Year,3-Year,1990-02-15,1993-02-15,8.375,No,1990-02-15,1990-02-15,1990-02-06
912827YN6,Note,10-Year,10-Year,1990-02-15,2000-02-15,8.5,No,1990-02-15,1990-02-15,1990-02-07
912827YP1,Note,2-Year,2-Year,1990-02-28,1992-02-29,8.5,No,1990-02-28,1990-02-28,1990-02-21
912827YQ9,Note,5-Year 2-Month,5-Year 2-Month,1990-03-01,1995-05-15,8.5,No,1990-03-01,1990-03-01,1990-02-22
912827YR7,Note,2-Year,2-Year,1990-04-02,1992-03-31,8.5,No,1990-04-02,1990-04-02,1990-03-27
912827YS5,Note,4-Year,4-Year,1990-04-02,1994-03-31,8.5,No,1990-04-02,1990-04-02,1990-03-28
912827YT3,Note,7-Year,7-Year,1990-04-16,1997-04-15,8.5,No,1990-04-16,1990-04-16,1990-04-11
912827YU0,Note,2-Year,2-Year,1990-04-30,1992-04-30,8.875,No,1990-04-30,1990-04-30,1990-04-25
912827YV8,Note,3-Year,3-Year,1990-05-15,1993-05-15,8.625,No,1990-05-15,1990-05-15,1990-05-08
912827YW6,Note,10-Year,10-Year,1990-05-15,2000-05-15,8.875,No,1990-05-15,1990-05-15,1990-05-09
912827YX4,Note,2-Year,2-Year,1990-05-31,1992-05-31,8.5,No,1990-05-31,1990-05-31,1990-05-23
912827YY2,Note,5-Year 2-Month,5-Year 2-Month,1990-06-01,1995-08-15,8.5,No,1990-06-01,1990-06-01,1990-05-24
912827YZ9,Note,2-Year,2-Year,1990-07-02,1992-06-30,8.375,No,1990-07-02,1990-07-02,1990-06-26
912827Z21,Note,2-Year,2-Year,1996-09-03,1998-08-31,6.125,No,1996-09-03,1996-09-03,1996-08-27
912827Z39,Note,5-Year,5-Year,1996-09-03,2001-08-31,6.5,No,1996-09-03,1996-09-03,1996-08-28
912827Z47,Note,2-Year,2-Year,1996-09-30,1998-09-30,6.0,No,1996-09-30,1996-09-30,1996-09-25
912827Z54,Note,5-Year,5-Year,1996-09-30,2001-09-30,6.375,No,1996-09-30,1996-09-30,1996-09-26
912827Z62,Note,10-Year,10-Year,1996-10-15,2006-10-15,6.5,No,1996-10-15,1996-10-15,1996-10-08
912827Z70,Note,2-Year,2-Year,1996-10-31,1998-10-31,5.875,No,1996-10-31,1996-10-31,1996-10-22
912827Z88,Note,5-Year,5-Year,1996-10-31,2001-10-31,6.25,No,1996-10-31,1996-10-31,1996-10-23
912827Z96,Note,3-Year,3-Year,1996-11-15,1999-11-15,5.875,No,1996-11-15,1996-11-15,1996-11-05
912827ZA3,Note,4-Year,4-Year,1990-07-02,1994-06-30,8.5,No,1990-07-02,1990-07-02,1990-06-27
912827ZB1,Note,7-Year,7-Year,1990-07-16,1997-07-15,8.5,No,1990-07-16,1990-07-16,1990-07-11
912827ZC9,Note,2-Year,2-Year,1990-07-31,1992-07-31,8.0,No,1990-07-31,1990-07-31,1990-07-25
912827ZD7,Note,3-Year,3-Year,1990-08-15,1993-08-15,8.0,No,1990-08-15,1990-08-15,1990-08-07
912827ZE5,Note,10-Year,10-Year,1990-08-15,2000-08-15,8.75,No,1990-08-15,1990-08-15,1990-08-08
912827ZF2,Note,2-Year,2-Year,1990-08-31,1992-08-31,8.125,No,1990-08-31,1990-08-31,1990-08-28
912827ZG0,Note,5-Year 2-Month,5-Year 2-Month,1990-09-04,1995-11-15,8.5,No,1990-09-04,1990-09-04,1990-08-29
912827ZH8,Note,2-Year,2-Year,1990-10-01,1992-09-30,8.125,No,1990-10-01,1990-10-01,1990-09-25
912827ZJ4,Note,4-Year,4-Year,1990-10-01,1994-09-30,8.5,No,1990-10-01,1990-10-01,1990-09-26
912827ZK1,Note,7-Year,7-Year,1990-10-15,1997-10-15,8.75,No,1990-10-15,1990-10-15,1990-10-10
912827ZL9,Note,2-Year,2-Year,1990-10-31,1992-10-31,7.75,No,1990-10-31,1990-10-31,1990-10-30
912827ZM7,Note,3-Year,3-Year,1990-11-15,1993-11-15,7.75,No,1990-11-15,1990-11-15,1990-11-06
912827ZN5,Note,10-Year,10-Year,1990-11-15,2000-11-15,8.5,No,1990-11-15,1990-11-15,1990-11-07
912827ZP0,Note,2-Year,2-Year,1990-11-30,1992-11-30,7.375,No,1990-11-30,1990-11-30,1990-11-27
912827ZQ8,Note,5-Year 2-Month,5-Year 2-Month,1990-12-03,1996-02-15,7.875,No,1990-12-03,1990-12-03,1990-11-28
912827ZR6,Note,2-Year,2-Year,1990-12-31,1992-12-31,7.25,No,1990-12-31,1990-12-31,1990-12-26
912827ZS4,Note,4-Year,4-Year,1990-12-31,1994-12-31,7.625,No,1990-12-31,1990-12-31,1990-12-27
912827ZT2,Note,7-Year,7-Year,1991-01-15,1998-01-15,7.875,No,1991-01-15,1991-01-15,1991-01-09
912827ZU9,Note,2-Year,2-Year,1991-01-31,1993-01-31,7.0,No,1991-01-31,1991-01-31,1991-01-23
912827ZV7,Note,5-Year,5-Year,1991-01-31,1996-01-31,7.5,No,1991-01-31,1991-01-31,1991-01-24
912827ZW5,Note,3-Year,3-Year,1991-02-15,1994-02-15,6.875,No,1991-02-15,1991-02-15,1991-02-05
912827ZX3,Note,10-Year,10-Year,1991-02-15,2001-02-15,7.75,No,1991-02-15,1991-02-15,1991-02-06
912827ZY1,Note,2-Year,2-Year,1991-02-28,1993-02-28,6.75,No,1991-02-28,1991-02-28,1991-02-20
912827ZZ8,Note,5-Year,5-Year,1991-02-28,1996-02-29,7.5,No,1991-02-28,1991-02-28,1991-02-21
9128282A7,Note,10-Year,10-Year,2016-08-15,2026-08-15,1.5,No,2016-08-15,2016-08-15,2016-08-10
9128282B5,Note,3-Year,3-Year,2016-08-15,2019-08-15,0.75,No,2016-08-15,2016-08-15,2016-08-09
9128282C3,Note,2-Year,2-Year,2016-08-31,2018-08-31,0.75,No,2016-08-31,2016-08-31,2016-08-23
9128282D1,Note,7-Year,7-Year,2016-08-31,2023-08-31,1.375,No,2016-08-31,2016-08-31,2016-08-25
9128282F6,Note,5-Year,5-Year,2016-08-31,2021-08-31,1.125,No,2016-08-31,2016-08-31,2016-08-24
9128282G4,Note,3-Year,3-Year,2016-09-15,2019-09-15,0.875,No,2016-09-15,2016-09-15,2016-09-12
9128282J8,Note,3-Year,3-Year,2017-07-15,2020-07-15,1.5,No,2017-07-17,2017-07-17,2017-07-11
9128282K5,Note,2-Year,2-Year,2017-07-31,2019-07-31,1.375,No,2017-07-31,2017-07-31,2017-07-25
9128282N9,Note,7-Year,7-Year,2017-07-31,2024-07-31,2.125,No,2017-07-31,2017-07-31,2017-07-27
9128282P4,Note,5-Year,5-Year,2017-07-31,2022-07-31,1.875,No,2017-07-31,2017-07-31,2017-07-26
9128282Q2,Note,3-Year,3-Year,2017-08-15,2020-08-15,1.5,No,2017-08-15,2017-08-15,2017-08-08
9128282R0,Note,10-Year,10-Year,2017-08-15,2027-08-15,2.25,No,2017-08-15,2017-08-15,2017-08-09
9128282S8,Note,5-Year,5-Year,2017-08-31,2022-08-31,1.625,No,2017-08-31,2017-08-31,2017-08-28
9128282T6,Note,2-Year,2-Year,2017-08-31,2019-08-31,1.25,No,2017-08-31,2017-08-31,2017-08-28
9128282U3,Note,7-Year,7-Year,2017-08-31,2024-08-31,1.875,No,2017-08-31,2017-08-31,2017-08-29
9128282V1,Note,3-Year,3-Year,2017-09-15,2020-09-15,1.375,No,2017-09-15,2017-09-15,2017-09-11
9128282W9,Note,5-Year,5-Year,2017-09-30,2022-09-30,1.875,No,2017-10-02,2017-10-02,2017-09-27
9128282X7,Note,2-Year,2-Year,2017-09-30,2019-09-30,1.375,No,2017-10-02,2017-10-02,2017-09-26
9128282Y5,Note,7-Year,7-Year,2017-09-30,2024-09-30,2.125,No,2017-10-02,2017-10-02,2017-09-28
9128282Z2,Note,3-Year,3-Year,2017-10-15,2020-10-15,1.625,No,2017-10-16,2017-10-16,2017-10-11
9128283C2,Note,5-Year,5-Year,2017-10-31,2022-10-31,2.0,No,2017-10-31,2017-10-31,2017-10-25
9128283D0,Note,7-Year,7-Year,2017-10-31,2024-10-31,2.25,No,2017-10-31,2017-10-31,2017-10-26
9128283F5,Note,10-Year,10-Year,2017-11-15,2027-11-15,2.25,No,2017-11-15,2017-11-15,2017-11-08
9128283G3,Note,3-Year,3-Year,2017-11-15,2020-11-15,1.75,No,2017-11-15,2017-11-15,2017-11-07
9128283H1,Note,2-Year,2-Year,2017-11-30,2019-11-30,1.75,No,2017-11-30,2017-11-30,2017-11-27
9128283J7,Note,7-Year,7-Year,2017-11-30,2024-11-30,2.125,No,2017-11-30,2017-11-30,2017-11-28
9128283L2,Note,3-Year,3-Year,2017-12-15,2020-12-15,1.875,No,2017-12-15,2017-12-15,2017-12-11
9128283N8,Note,2-Year,2-Year,2017-12-31,2019-12-31,1.875,No,2018-01-02,2018-01-02,2017-12-26
9128283P3,Note,7-Year,7-Year,2017-12-31,2024-12-31,2.25,No,2018-01-02,2018-01-02,2017-12-28
9128283Q1,Note,3-Year,3-Year,2018-01-15,2021-01-15,2.0,No,2018-01-16,2018-01-16,2018-01-09
9128283S7,Note,2-Year,2-Year,2018-01-31,2020-01-31,2.0,No,2018-01-31,2018-01-31,2018-01-23
9128283U2,Note,5-Year,5-Year,2018-01-31,2023-01-31,2.375,No,2018-01-31,2018-01-31,2018-01-24
9128283V0,Note,7-Year,7-Year,2018-01-31,2025-01-31,2.5,No,2018-01-31,2018-01-31,2018-01-25
9128283W8,Note,10-Year,10-Year,2018-02-15,2028-02-15,2.75,No,2018-02-15,2018-02-15,2018-02-07
9128283X6,Note,3-Year,3-Year,2018-02-15,2021-02-15,2.25,No,2018-02-15,2018-02-15,2018-02-06
9128283Y4,Note,2-Year,2-Year,2018-02-28,2020-02-29,2.25,No,2018-02-28,2018-02-28,2018-02-20
9128283Z1,Note,7-Year,7-Year,2018-02-28,2025-02-28,2.75,No,2018-02-28,2018-02-28,2018-02-22
9128284A5,Note,5-Year,5-Year,2018-02-28,2023-02-28,2.625,No,2018-02-28,2018-02-28,2018-02-21
9128284B3,Note,3-Year,3-Year,2018-03-15,2021-03-15,2.375,No,2018-03-15,2018-03-15,2018-03-12
9128284C1,Note,2-Year,2-Year,2018-03-31,2020-03-31,2.25,No,2018-04-02,2018-04-02,2018-03-26
9128284D9,Note,5-Year,5-Year,2018-03-31,2023-03-31,2.5,No,2018-04-02,2018-04-02,2018-03-27
9128284F4,Note,7-Year,7-Year,2018-03-31,2025-03-31,2.625,No,2018-04-02,2018-04-02,2018-03-28
9128284G2,Note,3-Year,3-Year,2018-04-15,2021-04-15,2.375,No,2018-04-16,2018-04-16,2018-04-10
9128284J6,Note,2-Year,2-Year,2018-04-30,2020-04-30,2.375,No,2018-04-30,2018-04-30,2018-04-24
9128284L1,Note,5-Year,5-Year,2018-04-30,2023-04-30,2.75,No,2018-04-30,2018-04-30,2018-04-25
9128284M9,Note,7-Year,7-Year,2018-04-30,2025-04-30,2.875,No,2018-04-30,2018-04-30,2018-04-26
9128284N7,Note,10-Year,10-Year,2018-05-15,2028-05-15,2.875,No,2018-05-15,2018-05-15,2018-05-09
9128284P2,Note,3-Year,3-Year,2018-05-15,2021-05-15,2.625,No,2018-05-15,2018-05-15,2018-05-08
9128284Q0,Note,2-Year,2-Year,2018-05-31,2020-05-31,2.5,No,2018-05-31,2018-05-31,2018-05-22
9128284R8,Note,7-Year,7-Year,2018-05-31,2025-05-31,2.875,No,2018-05-31,2018-05-31,2018-05-24
9128284S6,Note,5-Year,5-Year,2018-05-31,2023-05-31,2.75,No,2018-05-31,2018-05-31,2018-05-23
9128284T4,Note,3-Year,3-Year,2018-06-15,2021-06-15,2.625,No,2018-06-15,2018-06-15,2018-06-11
9128284U1,Note,5-Year,5-Year,2018-06-30,2023-06-30,2.625,No,2018-07-02,2018-07-02,2018-06-27
9128284V9,Note,10-Year,10-Year,2018-08-15,2028-08-15,2.875,No,2018-08-15,2018-08-15,2018-08-08
9128284W7,Note,3-Year,3-Year,2018-08-15,2021-08-15,2.75,No,2018-08-15,2018-08-15,2018-08-07
9128284X5,Note,5-Year,5-Year,2018-08-31,2023-08-31,2.75,No,2018-08-31,2018-08-31,2018-08-28
9128284Y3,Note,2-Year,2-Year,2018-08-31,2020-08-31,2.625,No,2018-08-31,2018-08-31,2018-08-27
9128284Z0,Note,7-Year,7-Year,2018-08-31,2025-08-31,2.75,No,2018-08-31,2018-08-31,2018-08-29
9128285A4,Note,3-Year,3-Year,2018-09-15,2021-09-15,2.75,No,2018-09-17,2018-09-17,2018-09-11
9128285B2,Note,2-Year,2-Year,2018-09-30,2020-09-30,2.75,No,2018-10-01,2018-10-01,2018-09-24
9128285C0,Note,7-Year,7-Year,2018-09-30,2025-09-30,3.0,No,2018-10-01,2018-10-01,2018-09-27
9128285D8,Note,5-Year,5-Year,2018-09-30,2023-09-30,2.875,No,2018-10-01,2018-10-01,2018-09-25
9128285F3,Note,3-Year,3-Year,2018-10-15,2021-10-15,2.875,No,2018-10-15,2018-10-15,2018-10-10
9128285G1,Note,2-Year,2-Year,2018-10-31,2020-10-31,2.875,No,2018-10-31,2018-10-31,2018-10-23
9128285J5,Note,7-Year,7-Year,2018-10-31,2025-10-31,3.0,No,2018-10-31,2018-10-31,2018-10-25
9128285K2,Note,5-Year,5-Year,2018-10-31,2023-10-31,2.875,No,2018-10-31,2018-10-31,2018-10-24
9128285L0,Note,3-Year,3-Year,2018-11-15,2021-11-15,2.875,No,2018-11-15,2018-11-15,2018-11-05
9128285M8,Note,10-Year,10-Year,2018-11-15,2028-11-15,3.125,No,2018-11-15,2018-11-15,2018-11-06
9128285N6,Note,7-Year,7-Year,2018-11-30,2025-11-30,2.875,No,2018-11-30,2018-11-30,2018-11-28
9128285P1,Note,5-Year,5-Year,2018-11-30,2023-11-30,2.875,No,2018-11-30,2018-11-30,2018-11-27
9128285Q9,Note,2-Year,2-Year,2018-11-30,2020-11-30,2.75,No,2018-11-30,2018-11-30,2018-11-26
9128285R7,Note,3-Year,3-Year,2018-12-15,2021-12-15,2.625,No,2018-12-17,2018-12-17,2018-12-11
9128285S5,Note,2-Year,2-Year,2018-12-31,2020-12-31,2.5,No,2018-12-31,2018-12-31,2018-12-24
9128285T3,Note,7-Year,7-Year,2018-12-31,2025-12-31,2.625,No,2018-12-31,2018-12-31,2018-12-27
9128285U0,Note,5-Year,5-Year,2018-12-31,2023-12-31,2.625,No,2018-12-31,2018-12-31,2018-12-26
9128285V8,Note,3-Year,3-Year,2019-01-15,2022-01-15,2.5,No,2019-01-15,2019-01-15,2019-01-08
9128285X4,Note,2-Year,2-Year,2019-01-31,2021-01-31,2.5,No,2019-01-31,2019-01-31,2019-01-28
9128285Z9,Note,5-Year,5-Year,2019-01-31,2024-01-31,2.5,No,2019-01-31,2019-01-31,2019-01-28
9128286A3,Note,7-Year,7-Year,2019-01-31,2026-01-31,2.625,No,2019-01-31,2019-01-31,2019-01-29
9128286B1,Note,10-Year,10-Year,2019-02-15,2029-02-15,2.625,No,2019-02-15,2019-02-15,2019-02-06
9128286C9,Note,3-Year,3-Year,2019-02-15,2022-02-15,2.5,No,2019-02-15,2019-02-15,2019-02-05
9128286D7,Note,2-Year,2-Year,2019-02-28,2021-02-28,2.5,No,2019-02-28,2019-02-28,2019-02-25
9128286F2,Note,7-Year,7-Year,2019-02-28,2026-02-28,2.5,No,2019-02-28,2019-02-28,2019-02-26
9128286G0,Note,5-Year,5-Year,2019-02-28,2024-02-29,2.375,No,2019-02-28,2019-02-28,2019-02-25
9128286H8,Note,3-Year,3-Year,2019-03-15,2022-03-15,2.375,No,2019-03-15,2019-03-15,2019-03-11
9128286L9,Note,7-Year,7-Year,2019-03-31,2026-03-31,2.25,No,2019-04-01,2019-04-01,2019-03-28
9128286M7,Note,3-Year,3-Year,2019-04-15,2022-04-15,2.25,No,2019-04-15,2019-04-15,2019-04-09
9128286R6,Note,5-Year,5-Year,2019-04-30,2024-04-30,2.25,No,2019-04-30,2019-04-30,2019-04-24
9128286S4,Note,7-Year,7-Year,2019-04-30,2026-04-30,2.375,No,2019-04-30,2019-04-30,2019-04-25
9128286T2,Note,10-Year,10-Year,2019-05-15,2029-05-15,2.375,No,2019-05-15,2019-05-15,2019-05-08
9128286U9,Note,3-Year,3-Year,2019-05-15,2022-05-15,2.125,No,2019-05-15,2019-05-15,2019-05-07
9128286V7,Note,2-Year,2-Year,2019-05-31,2021-05-31,2.125,No,2019-05-31,2019-05-31,2019-05-28
